text,label
আমি শক্ত কিছু খেতে গেলেই আমার দাঁত ভেঙ্গে যাচ্ছে,Yes
আমার মায়ের পুরো মাথা ব্যথা করে,Yes
আমার মায়ের স্তন ফুলে বড় হয়ে আছে আর অনেক ব্যথা করে,Yes
"আজ এক নতুন গল্পের প্রস্তাব পেয়েছি, মনটা একদম ফুরফুরে লাগছে! তোমার সাথে কাটানো মুহূর্তগুলো খুব মধুর ছিল! আজকের দিনটা খুবই আনন্দময়!",No
আজ খুব একা লাগছে | সব কিছু যেন অসহ্য লাগছে। | আমি নিঃসঙ্গ এবং অসহায় বোধ করছি।,No
আমার মেয়ে ৫ মাসের প্রেগন্যান্ট কিন্তু ওর পিরিয়ডের মত রক্ত বের হচ্ছে,Yes
আমার বাবার কান চুল্কায় আর অনেক অস্বস্তি লাগে,Yes
আমার সব কিছু আজ ভেঙে পড়েছে। খুবই হতাশ বোধ করছি।,No
"আমার মাথা প্রচন্ড ব্যথা, জ্বর প্রায় ১০২ ডিগ্রি থাকে। শরীরে পানি লাগলে অনেক ব্যথা করছে।",Yes
আমার ছেলের হঠাৎ করে হাতে অনেক ব্যথা পাচ্ছে নাড়াতে পারছে না,Yes
আমার সব কিছু আজ অস্থির লাগছে।,No
"শহরের আবর্জনা পরিষ্কার না হওয়া, এটা সত্যিই বিরক্তিকর!",No
আমার নাতনির বাম পা ভেঙ্গে গিয়েছে,Yes
আমার মেয়ের প্রস্রাব করার সময় অনেক জ্বালাপুড়া করে। আর বমি করে।,Yes
"আজ ঐতিহাসিক মন্দিরের অবস্থা দেখে আমি রেগে গেছি, রক্ষণাবেক্ষণের অভাব!",No
"ক্রিকেট ম্যাচে অনেক ভুল খেলা হয়েছে, এটা আমাকে উত্তেজিত করেছে!",No
"চিঠি দেখে মনে হচ্ছে, কেউ আমার প্রতি বিশ্বাসঘাতকতা করেছে, আমি রেগে গেছি!",No
"পিরিয়ডের সময় আমার অনেক বেশি মাথা ব্যথা হয়, তলপেট অনেক ব্যথা করে, বমি হয় আর সাথে হজমেরও সমস্যা হয়। দাঁড়িয়ে থাকার মত শক্তি থাকে না।",Yes
আমি চশমা পরে বেশিক্ষন থাকলে ঠিকমত দেখতে পারি না,Yes
আমি প্রায় এক মাস আগে হাঁটুতে ব্যথা পাই কিন্তু এই ব্যথা এখনো ঠিক হয় নি।,Yes
আমি অল্প বিষয় নিয়ে অনেক বেশি অস্থির হয়ে পরি আর অনেক প্রেসার বেড়ে যায়,Yes
আজ ঐতিহাসিক শহরের প্রতিটি স্থানে অবহেলা দেখে খুব রাগে কাঁপছি!,No
"আমার মায়ের মাজা, হাঁটুতে প্রচন্ড ব্যথা করে",Yes
আমার তিন দিন ধরে পেটে অনেক ব্যথা। বমি হচ্ছে।,Yes
